1697708	MadeiraMadeira	3	desktop	81	1734603	SC	Blumenau	Santa Catarina (interior)-408	0	Boleto	479.96	60.5	540.46	0	4	0	479.96	0		58454	13	0
1699459	MadeiraMadeira	3	desktop	81	1735651	PR	São José dos Pinhais	Paraná  (capital e regiäes metropolitanas)-359	0	Boleto	239.98	60.5	300.48	0	2	0	239.98	0		direto	13	0
1699742	MadeiraMadeira	3	desktop	81	988526	RJ	São Gonçalo	Rio de Janeiro (capital e regiäes metropolitanas)-396	609	Cartão de crédito - Mastercard	899	49.9	948.9	0	1	0	899	0		pla-1000213	9	0
1701847	MadeiraMadeira	3	desktop	81	1593820	BA	Salvador	Bahia (capital e regiäes metropolitanas)-393	602	Cartão de crédito - Hipercard	29.9	26.93	56.83	0	1	0	29.9	0		pla-206127	10	0
1701926	MadeiraMadeira	3	mobile	81	1711873	SP	Diadema	São Paulo (capital e regiäes metropolitanas)-409	602	Cartão de crédito - Mastercard	299.9	31.93	331.83	0	1	0	299.9	0		pla-254257	7	0
1702603	MadeiraMadeira	3	desktop	81	186204	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	601	Cartão de crédito - Mastercard	2.49	36.89	39.38	0	1	0	2.49	0		direto	3	0
1703967	MadeiraMadeira	3	desktop	81	1592596	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	601	Cartão de crédito - Mastercard	89.9	20.16	631.78	-521.72	1	625.8	89.9	625.8	VTI0F0F	F031	7	0
1704422	MadeiraMadeira	3	desktop	81	1738568	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Visa	899	49.9	948.9	0	1	0	899	0		dra-263739	9	0
1704738	MadeiraMadeira	3	mobile	81	188088	GO	Goiânia	Goias (interior)-388	609	Cartão de crédito - Visa	21.9	55.93	77.83	0	4	0	109.6	0		pla-214147	5	0
1708179	MadeiraMadeira	3	mobile	81	1715038	RS	Porto Alegre	Rio Grande do Sul (capital e regiäes metropolitanas)-401	606	Cartão de crédito - Mastercard	239.98	60.5	300.48	0	2	0	239.98	0		direto	13	0
1711099	MadeiraMadeira	3	desktop	81	1742445	SP	São José dos Campos	São Paulo (interior)-410	603	Cartão de crédito - Mastercard	899	119	1018	0	1	0	899	0		pla-1000222	9	0
1712471	MadeiraMadeira	3	mobile	81	383225	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	609	Cartão de crédito - Mastercard	1499	49.9	1548.9	0	1	0	1499	0		pla-1000222	9	0
1714713	MadeiraMadeira	3	desktop	81	647846	SP	Osasco	São Paulo (capital e regiäes metropolitanas)-409	603	Cartão de crédito - Mastercard	899	49.9	948.9	0	1	0	899	0		pla-243767	9	0
1715546	MadeiraMadeira	3	mobile	81	1745073	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	Boleto	119.99	89.99	209.98	0	1	0	119.99	0		pla-279091	13	0
1715555	MadeiraMadeira	3	desktop	81	1743277	MT	Campo Novo do Parecis	Mato Grosso (interior II)-436	609	Cartão de crédito - Visa	169.9	68.4	238.3	0	1	0	169.9	0		ta08	7	0
1716570	MadeiraMadeira	3	mobile	81	1745610	RJ	São João de Meriti	Rio de Janeiro (capital e regiäes metropolitanas)-396	0	Boleto	899	49.9	948.9	0	1	0	899	0		criteo-177672	9	0
1716708	MadeiraMadeira	3	desktop	81	1745687	MG	Bom Despacho	Minas Gerais (interior II)-439	609	Cartão de crédito - Mastercard	2399	299	2698	0	1	0	2399	0		direto	9	0
1720156	MadeiraMadeira	3	desktop	81	1747816	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	609	Cartão de crédito - Visa	899	49.9	948.9	0	1	0	899	0		pla-1000222	9	0
1721063	MadeiraMadeira	3	mobile	81	1746795	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	603	Cartão de crédito - Visa	119.99	60.5	180.49	0	1	0	119.99	0		pla-194853	13	0
1723156	MadeiraMadeira	3	mobile	81	1749537	MG	Uberlândia	Minas Gerais (interior)-364	609	Cartão de crédito - Mastercard	139.9	24.14	164.04	0	1	0	139.9	0		direto	7	0
1723968	MadeiraMadeira	3	mobile	81	1739964	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	601	Cartão de crédito - Mastercard	100.6	72.92	173.52	0	4	0	100.6	0		direto	5	0
1726404	MadeiraMadeira	3	desktop	81	70401	PB	Piancó	Para¡ba (interior II)-440	608	Cartão de crédito - Visa	49.9	74	123.9	0	1	0	49.9	0		facebookdpa-285276	5	0
1728812	MadeiraMadeira	3	mobile	81	1137656	SP	Campinas	São Paulo (interior)-410	0	Boleto	99.9	20.16	120.06	0	1	0	99.9	0		facebookdpa-273946	7	0
1731652	MadeiraMadeira	3	mobile	81	1754403	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	608	Cartão de crédito - Mastercard	99.9	26.43	126.33	0	1	0	99.9	0		pla-239316	5	0
1731765	MadeiraMadeira	3	desktop	81	1377540	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	601	Cartão de crédito - Mastercard	39.9	20.16	1374.67	-1314.61	3	1353.51	279.88	1353.51	VT1346320	direto	7	0
1732954	MadeiraMadeira	3	desktop	81	1739300	RS	Caxias do Sul	Rio Grande do Sul (interior)-402	601	Cartão de crédito - Visa	119.99	60.5	180.49	0	1	0	119.99	0		direto	13	0
1733057	MadeiraMadeira	3	desktop	81	1565579	SP	Taubaté	São Paulo (interior)-410	606	Cartão de crédito - Mastercard	149.8	54.29	204.09	0	2	0	149.8	0		TA04	5	0
1733474	MadeiraMadeira	3	desktop	81	1756040	SP	Osasco	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Mastercard	899	109	1008	0	1	0	899	0		direto	18	0
1735221	MadeiraMadeira	3	desktop	81	1634185	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	609	Cartão de crédito - Mastercard	219.9	36.69	256.59	0	1	0	219.9	0		direto	7	0
1736828	MadeiraMadeira	3	desktop	81	1758147	SP	Sorocaba	São Paulo (interior)-410	603	Cartão de crédito - Mastercard	239.98	89.99	329.97	0	2	0	239.98	0		direto	13	0
1738815	MadeiraMadeira	3	mobile	81	1759339	PR	Maringá	Paraná  (interior)-360	606	Cartão de crédito - Visa	719.94	60.5	780.44	0	6	0	719.94	0		pla-157602	13	0
1738845	MadeiraMadeira	3	mobile	81	1759337	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Mastercard	899	49.9	948.9	0	1	0	899	0		pla-1000222	9	0
1740083	MadeiraMadeira	3	desktop	81	1746956	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	606	Cartão de crédito - Mastercard	119.9	22.93	142.83	0	1	0	119.9	0		zanox	5	0
1740120	MadeiraMadeira	3	desktop	81	1760075	PR	Foz do Iguaçu	Paraná  (interior)-360	609	Cartão de crédito - Mastercard	339.98	60.5	400.48	0	2	0	339.98	0		pla-263675	13	0
1742092	MadeiraMadeira	3	mobile	81	1761297	SP	Santo André	São Paulo (capital e regiäes metropolitanas)-409	606	Cartão de crédito - Mastercard	119.99	89.99	209.98	0	1	0	119.99	0		pla-269342	13	0
1743879	MadeiraMadeira	3	mobile	81	1761917	SP	Guarulhos	São Paulo (capital e regiäes metropolitanas)-409	612	Cartão de crédito - Mastercard	1499	49.9	1548.9	207.58	1	0	1499	0		direto	9	207.58
1744529	MadeiraMadeira	3	desktop	81	1762699	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Visa	899	49.9	948.9	0	3	0	2697	0		direto	9	0
1744535	MadeiraMadeira	3	desktop	81	1762631	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Visa	1298	148	1446	0	2	0	1298	0		pla-1009687	18	0
1745363	MadeiraMadeira	3	mobile	81	1597249	RS	Arroio do Meio	Rio Grande do Sul (interiorII)-448	601	Cartão de crédito - Visa	342.9	29.07	510.27	-138.3	1	423.23	342.9	423.23	VT1546733	""	6	0
1746819	MadeiraMadeira	3	desktop	81	336413	BA	Salvador	Bahia (capital e regiäes metropolitanas)-393	601	Cartão de crédito - Visa	59.9	29.59	89.49	0	1	0	59.9	0		direto	10	0
1747788	MadeiraMadeira	3	desktop	81	1042990	SC	São José	Santa Catarina (capital e regiäes metropolitanas)-407	608	Cartão de crédito - Visa	359.97	60.5	420.47	0	3	0	359.97	0		Mailhub-54440	13	0
1749337	MadeiraMadeira	3	mobile	81	1765465	SP	Embu das Artes	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Mastercard	849	140	989	0	1	0	849	0		direto	18	0
1749901	MadeiraMadeira	3	desktop	81	1641896	RJ	Resende	Rio de Janeiro (interior)-397	0	Boleto	899	199	1098	0	1	0	899	0		direto	18	0
1750347	MadeiraMadeira	3	mobile	81	124536	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	601	Cartão de crédito - Mastercard	59.9	19.72	79.62	0	1	0	59.9	0		Mailhub-54442	10	0
1750603	MadeiraMadeira	3	mobile	81	992652	PR	Foz do Iguaçu	Paraná  (interior)-360	606	Cartão de crédito - Mastercard	499	60.5	559.5	0	1	0	499	0		""	13	0
1757856	MadeiraMadeira	3	mobile	81	542635	SC	Florianópolis	Santa Catarina (capital e regiäes metropolitanas)-407	601	Cartão de crédito - Mastercard	144.8	33.8	178.6	0	2	0	144.8	0		Mailhub-54443	10	0
1757914	MadeiraMadeira	3	mobile	81	542635	SC	Florianópolis	Santa Catarina (capital e regiäes metropolitanas)-407	601	Cartão de crédito - Mastercard	144.8	33.8	178.6	0	2	0	144.8	0		Mailhub-54443	10	0
1759251	MadeiraMadeira	3	desktop	81	418616	RJ	Campos dos Goytacazes	Rio de Janeiro (interior)-397	609	Cartão de crédito - Mastercard	799	199	998	0	1	0	799	0		direto	18	0
1759507	MadeiraMadeira	3	desktop	81	67962	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	609	Cartão de crédito - Amex	171.8	46.56	218.36	0	2	0	171.8	0		Mailhub-54617	5	0
1761006	MadeiraMadeira	3	desktop	81	1769841	SP	Votorantim	São Paulo (interior)-410	0	Boleto	1499	269	1768	0	1	0	1499	0		direto	9	0
1761009	MadeiraMadeira	3	desktop	81	426182	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	601	Cartão de crédito - Visa	29.9	17.95	47.85	0	1	0	29.9	0		direto	10	0
1762118	MadeiraMadeira	3	mobile	81	1710830	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	607	Cartão de crédito - Mastercard	799	89	888	0	1	0	799	0		direto	18	0
1763380	MadeiraMadeira	3	desktop	81	1465466	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Mastercard	59.9	19.72	79.62	0	2	0	908.9	0		Mailhub-54443	10	0
1763645	MadeiraMadeira	3	desktop	81	1773838	SP	Caçapava	São Paulo (interior)-410	0	Boleto	899	119	1018	0	1	0	899	0		pla-75035	9	0
1763658	MadeiraMadeira	3	desktop	81	1449949	MG	Pará de Minas	Minas Gerais (interior II)-439	606	Cartão de crédito - Mastercard	899	199	1098	0	1	0	899	0		direto	18	0
1763668	MadeiraMadeira	3	desktop	81	1773851	MG	Uberaba	Minas Gerais (interior)-364	602	Cartão de crédito - Visa	299.8	69.85	369.65	0	2	0	299.8	0		pla-281834	5	0
1763927	MadeiraMadeira	3	desktop	81	1773990	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	604	Cartão de crédito - Mastercard	1399	49.9	1448.9	0	1	0	1399	0		pla-204987	9	0
1764084	MadeiraMadeira	3	mobile	81	1774107	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Elo	849	89	938	0	1	0	849	0		pla-279818	18	0
1766012	MadeiraMadeira	3	desktop	81	1775272	MG	Governador Valadares	Minas Gerais (interior)-364	0	Boleto	254.7	72.42	327.12	0	3	0	254.7	0		direto	7	0
1768899	MadeiraMadeira	3	desktop	81	1142976	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Mastercard	849	89	938	0	1	0	849	0		direto	18	0
1769239	MadeiraMadeira	3	desktop	81	1777351	SP	Guarulhos	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Mastercard	849	109	958	0	1	0	849	0		direto	18	0
1770053	MadeiraMadeira	3	desktop	81	1777901	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	Boleto	899	89	988	0	1	0	899	0		pla-1008983	18	0
1770500	MadeiraMadeira	3	desktop	81	82164	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	602	Cartão de crédito - Visa	119.9	22.93	142.83	0	1	0	119.9	0		pla-191686	5	0
1771358	MadeiraMadeira	3	desktop	81	1778681	SP	Taboão da Serra	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Visa	899	109	1008	0	1	0	899	0		pla-1008977	18	0
1771583	MadeiraMadeira	3	desktop	81	1771585	SC	Chapecó	Santa Catarina (interior)-408	605	Cartão de crédito - Visa	479.96	60.5	540.46	0	4	0	479.96	0		pla-172240	13	0
1771830	MadeiraMadeira	3	desktop	81	354870	SP	Adamantina	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Visa	1349	148	1497	0	1	0	1349	0		j008	18	0
1771914	MadeiraMadeira	3	mobile	81	456079	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	602	Cartão de crédito - Mastercard	119.9	20.16	140.06	0	1	0	119.9	0		pla-257229	7	0
1773397	MadeiraMadeira	3	desktop	81	1779950	MG	Belo Horizonte	Minas Gerais (capital e regiäes metropolitanas)-374	609	Cartão de crédito - Elo	849	179	1028	0	1	0	849	0		pla-1000222	18	0
1774703	MadeiraMadeira	3	mobile	81	1780718	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	609	Cartão de crédito - Visa	899	149	1048	0	1	0	899	0		direto	18	0
1775746	MadeiraMadeira	3	mobile	81	1781348	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Mastercard	899	89	988	0	1	0	899	0		pla-1009015	18	0
1776270	MadeiraMadeira	3	desktop	81	1781645	SP	Diadema	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Visa	849	109	958	0	1	0	849	0		14172174072	18	0
1776564	MadeiraMadeira	3	desktop	81	1766727	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Mastercard	899	89	988	0	1	0	899	0		""	18	0
1777044	MadeiraMadeira	3	desktop	81	1782114	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	603	Cartão de crédito - Mastercard	1349	89	1438	0	1	0	1349	0		direto	18	0
1778103	MadeiraMadeira	3	mobile	81	1782609	ES	Cariacica	Esp¡rito Santo (interior)-381	0	Boleto	359.97	88.99	448.96	0	3	0	359.97	0		F034	13	0
1778793	MadeiraMadeira	3	mobile	81	1783171	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	Boleto	799	89	888	0	1	0	799	0		pla-1009007	18	0
1778865	MadeiraMadeira	3	desktop	81	1783193	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	601	Cartão de crédito - Mastercard	849	149	998	0	1	0	849	0		pla-1008989	18	0
1780228	MadeiraMadeira	3	mobile	81	1770146	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	601	Cartão de crédito - Mastercard	349.9	43.93	393.83	0	1	0	349.9	0		ta08	5	0
1780459	MadeiraMadeira	3	desktop	81	1767741	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	605	Cartão de crédito - Mastercard	719.94	89.99	809.93	0	7	0	1618.94	0		""	13	0
1780517	MadeiraMadeira	3	desktop	81	3633	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	601	Cartão de crédito - Mastercard	89.9	27.08	742.36	-625.38	1	661.4	89.9	661.4	VT1738436	direto	5	0
1781909	MadeiraMadeira	3	mobile	81	173128	RJ	São Gonçalo	Rio de Janeiro (capital e regiäes metropolitanas)-396	609	Cartão de crédito - Mastercard	849	179	1028	0	1	0	849	0		pla-281972	18	0
1783097	MadeiraMadeira	3	desktop	81	1659825	PR	Londrina	Paraná  (interior)-360	609	Cartão de crédito - Visa	169.9	31.93	201.83	0	1	0	169.9	0		zanox	7	0
1784162	MadeiraMadeira	3	desktop	81	950939	SP	São Carlos	São Paulo (interior)-410	0	Boleto	339.98	89.99	429.97	0	1	0	339.98	0		criteo-192466	13	0
1785149	MadeiraMadeira	3	mobile	81	1785642	SP	Jacareí	São Paulo (interior)-410	609	Cartão de crédito - Mastercard	799	140	939	0	1	0	799	0		facebookdpa-205004	18	0
1785837	MadeiraMadeira	3	desktop	81	1783225	SC	Palhoça	Santa Catarina (capital e regiäes metropolitanas)-407	609	Cartão de crédito - Visa	119.99	60.5	180.49	0	1	0	119.99	0		direto	13	0
1785895	MadeiraMadeira	3	desktop	81	1787101	SP	Santana de Parnaíba	São Paulo (capital e regiäes metropolitanas)-409	602	Cartão de crédito - Mastercard	111.6	20.16	131.76	0	4	0	111.6	0		direto	7	0
1786068	MadeiraMadeira	3	desktop	81	1786948	SP	sao paulo	São Paulo (capital e regiäes metropolitanas)-409	0	Boleto	849	89	938	0	1	0	849	0		pr01	18	0
1786781	MadeiraMadeira	3	mobile	81	1784939	RJ	São Gonçalo	Rio de Janeiro (capital e regiäes metropolitanas)-396	606	Cartão de crédito - Visa	899	179	1078	0	1	0	899	0		direto	18	0
1787407	MadeiraMadeira	3	desktop	81	505669	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	610	Cartão de crédito - Mastercard	649	149	798	0	1	0	649	0		direto	18	0
1788224	MadeiraMadeira	3	mobile	81	1789078	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Mastercard	899	49.9	948.9	0	1	0	899	0		pla-1008977	9	0
1788358	MadeiraMadeira	3	mobile	81	1615603	SP	Taboão da Serra	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Mastercard	799	109	908	0	1	0	799	0		Mailhub-54698	18	0
1788875	MadeiraMadeira	3	desktop	81	1789473	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Mastercard	849	89	938	0	1	0	849	0		dra-157949	18	0
1789557	MadeiraMadeira	3	mobile	81	1762943	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	601	Cartão de crédito - Mastercard	479.96	60.5	540.46	0	4	0	479.96	0		direto	13	0
1789709	MadeiraMadeira	3	desktop	81	1789940	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	Boleto	1349	148	1497	0	1	0	1349	0		20091554952	18	0
1789765	MadeiraMadeira	3	mobile	81	1778361	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	601	Cartão de crédito - Visa	899	149	1048	0	1	0	899	0		pla-175281	18	0
1789905	MadeiraMadeira	3	mobile	81	927300	SP	Sorocaba	São Paulo (interior)-410	609	Cartão de crédito - Mastercard	799	199	998	0	1	0	799	0		pla-223430	18	0
1790270	MadeiraMadeira	3	desktop	81	1724761	SP	Praia Grande	São Paulo (interior)-410	601	Cartão de crédito - Mastercard	29.9	21.25	645.54	-594.39	1	610.18	29.9	610.18	VT1682714	F034	10	0
1790788	MadeiraMadeira	3	desktop	81	1741598	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	0	Boleto	119.99	60.5	180.49	0	1	0	119.99	0		jg04	13	0
1791189	MadeiraMadeira	3	desktop	81	1790802	MG	Ribeirão das Neves	Minas Gerais (capital e regiäes metropolitanas)-374	601	Cartão de crédito - Mastercard	649	199	848	0	1	0	649	0		direto	18	0
1791471	MadeiraMadeira	3	desktop	81	1738986	SP	Presidente Prudente	São Paulo (interior)-410	609	Cartão de crédito - Mastercard	59.8	25.22	85.02	0	2	0	59.8	0		ta08	10	0
1791502	MadeiraMadeira	3	mobile	81	1790943	RJ	Cachoeiras de Macacu	Rio de Janeiro (interior II)-445	601	Cartão de crédito - Visa	99.9	24.14	124.04	0	1	0	99.9	0		facebookdpa-278851	7	0
1792135	MadeiraMadeira	3	mobile	81	1759066	SC	Criciúma	Santa Catarina (interior)-408	603	Cartão de crédito - Mastercard	169.9	19.64	189.54	0	1	0	169.9	0		direto	7	0
1792753	MadeiraMadeira	3	mobile	81	1791739	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	603	Cartão de crédito - Mastercard	899	89	988	0	1	0	899	0		pla-194853	18	0
1794859	MadeiraMadeira	3	desktop	81	1785573	SP	Piracicaba	São Paulo (interior)-410	609	Cartão de crédito - Visa	899	160	1059	0	1	0	899	0		direto	18	0
1794960	MadeiraMadeira	3	desktop	81	1727613	SP	Embu das Artes	São Paulo (capital e regiäes metropolitanas)-409	605	Cartão de crédito - Mastercard	899	140	1039	0	1	0	899	0		direto	18	0
1795517	MadeiraMadeira	3	desktop	81	1539954	RS	Glorinha	Rio Grande do Sul (capital e regiäes metropolitanas)-401	606	Cartão de crédito - Mastercard	119.99	60.5	180.49	0	1	0	119.99	0		""	13	0
1795968	MadeiraMadeira	3	mobile	81	1793570	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	0	Boleto	799	149	948	0	1	0	799	0		pla-1009007	18	0
1797374	MadeiraMadeira	3	desktop	81	1791231	RJ	Petrópolis	Rio de Janeiro (capital e regiäes metropolitanas)-396	609	Cartão de crédito - Mastercard	799	199	998	0	1	0	799	0		direto	18	0
1798423	MadeiraMadeira	3	mobile	81	638481	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	609	Cartão de crédito - Visa	899	89	988	0	1	0	899	0		pla-179346	18	0
1798714	MadeiraMadeira	3	desktop	81	1795249	SP	São João da Boa Vista	São Paulo (interior II) -411	602	Cartão de crédito - Elo	104.9	20.16	125.06	0	1	0	104.9	0		zanox	7	0
1799749	MadeiraMadeira	3	desktop	81	1795888	RS	Uruguaiana	Rio Grande do Sul (interiorII)-448	603	Cartão de crédito - Hipercard	21.9	20.05	41.95	0	2	0	191.8	0		pla-243038	5	0
1800304	MadeiraMadeira	3	mobile	81	1775461	RJ	Itaboraí	Rio de Janeiro (capital e regiäes metropolitanas II)-444	601	Cartão de crédito - Mastercard	1349	278	1627	0	1	0	1349	0		pla-217779	18	0
1801588	MadeiraMadeira	3	mobile	81	1777710	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	609	Cartão de crédito - Mastercard	649	149	798	0	1	0	649	0		pla-281776	18	0
1801869	MadeiraMadeira	3	mobile	81	1797002	PR	Londrina	Paraná  (interior)-360	609	Cartão de crédito - Mastercard	719.94	60.5	780.44	0	6	0	719.94	0		direto	13	0
1802168	MadeiraMadeira	3	desktop	81	1770146	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	601	Cartão de crédito - Mastercard	139	25.9	164.9	0	1	0	139	0		ta08	25	0
1802187	MadeiraMadeira	3	desktop	81	1797449	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	603	Cartão de crédito - Visa	163.6	96.56	260.16	0	4	0	163.6	0		direto	7	0
1803751	MadeiraMadeira	3	desktop	81	1798608	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	609	Cartão de crédito - Mastercard	899	149	1048	0	1	0	899	0		""	18	0
1803841	MadeiraMadeira	3	mobile	81	1798659	RJ	Rio de Janeiro	Rio de Janeiro (capital e regiäes metropolitanas)-396	603	Cartão de crédito - Mastercard	899	149	1048	0	1	0	899	0		rtbhouse-174976	18	0
1803867	MadeiraMadeira	3	mobile	81	1798486	RJ	Campos dos Goytacazes	Rio de Janeiro (interior)-397	609	Cartão de crédito - Mastercard	849	199	1048	0	1	0	849	0		pla-269342	18	0
1803977	MadeiraMadeira	3	mobile	81	1798735	RJ	São João de Meriti	Rio de Janeiro (capital e regiäes metropolitanas)-396	610	Cartão de crédito - Mastercard	899	49.9	948.9	106.92	1	0	899	0		pla-1000222	9	106.92
1804203	MadeiraMadeira	3	mobile	81	1798894	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	602	Cartão de crédito - Mastercard	59.9	20.16	80.06	0	1	0	59.9	0		facebookdpa-283955	7	0
1804250	MadeiraMadeira	3	desktop	81	1798905	RJ	São João de Meriti	Rio de Janeiro (capital e regiäes metropolitanas)-396	609	Cartão de crédito - Mastercard	649	179	828	0	1	0	649	0		pla-1008977	18	0
